CALL  LAT     LON      ELEV(M) BEGIN    END
HKLO  +03.122 +035.609 +0522.7 19570101 20171126
HKMY  +03.533 +039.050 +1097.0 19570101 20170523
HKMA  +03.933 +041.867 +0231.0 19570101 20170426
HUGU  +02.806 +032.272 +1069.8 19570101 20171126
HULI  +02.250 +032.900 +1091.0 19850408 20160222
HKMB  +02.300 +037.900 +1345.0 19751201 20170225
HUMI  +01.683 +031.717 +1147.0 19630316 20171126
HUSO  +01.728 +033.623 +1126.8 19730101 20171126
HKKT  +00.972 +034.959 +1850.1 19491101 20171126
HKWJ  +01.733 +040.092 +0234.7 19570101 20171126
HKMS  -01.405 +035.008 +1585.0 20111212 20170204
HUKS  +00.183 +030.100 +0961.0 19730101 20171109
HUFP  +00.667 +030.283 +1533.0 20030617 20030617
HUJI  +00.450 +033.183 +1173.0 19570101 20171126
HUTO  +00.683 +034.167 +1171.0 19570101 20171126
HKKG  +00.271 +034.787 +1530.1 19841101 20170203
HKED  +00.404 +035.239 +2150.1 20030330 20171126
HKNY  -00.067 +037.033 +1905.0 20001208 20170203
HKMK  +00.233 +038.183 +0679.7 20111201 20130622
HKME  +00.083 +037.650 +1554.0 19570101 20171126
HKIS  +00.350 +037.583 +1067.0 20030521 20030521
HUMA  -00.617 +030.650 +1413.0 19570101 20171126
HUEN  +00.042 +032.444 +1152.8 19490121 20171126
HKKI  -00.086 +034.729 +1208.5 19490909 20171126
HKKS  -00.667 +034.783 +1493.0 19841110 20170512
HKKR  -00.367 +035.350 +2184.0 19730719 20170907
HKNK  -00.267 +036.100 +1901.0 19570101 20171126
HKNI  -00.500 +036.967 +1759.0 19790901 20171126
HKEM  -00.500 +037.450 +1493.0 19790901 20171126
HKGA  -00.464 +039.648 +0148.0 19570101 20171126
HUKB  -01.250 +029.983 +1869.0 19570101 20171126
HTBU  -01.333 +031.817 +1137.0 19570101 20171126
HTMU  -01.500 +033.800 +1147.0 19570101 20171126
HTMH  -03.367 +034.833 +1563.9 20110708 20170827
HKNO  -01.133 +035.833 +1890.0 19570101 20170527
HKRE  -01.277 +036.862 +1639.8 20010729 20170727
HKJK  -01.319 +036.928 +1623.7 19490121 20171126
HKNC  -01.300 +036.750 +1798.0 19570101 20170723
HKNW  -01.322 +036.815 +1687.4 19630316 20171126
HTMW  -02.444 +032.933 +1147.0 19500108 20171126
HKMU  -02.283 +037.833 +1000.0 19570101 20170204
HKLU  -02.252 +040.913 +0006.1 19570101 20171126
HTAR  -03.368 +036.633 +1386.8 19600111 20171126
HTMS  -03.350 +037.333 +0831.0 19490909 20170810
HTKJ  -03.429 +037.074 +0893.7 19730101 20171126
HKVO  -03.400 +038.567 +0579.0 19570101 20171126
HKML  -03.229 +040.102 +0025.0 19630316 20171126
HTKA  -04.883 +029.633 +0885.0 19570101 20171126
HTSE  -04.083 +037.717 +0872.0 19570101 20170810
HTMO  -04.883 +038.283 +0511.0 19580206 20030306
HKMO  -04.035 +039.594 +0061.0 19490121 20171126
HTTB  -05.083 +032.833 +1190.0 19490121 20171126
HTTG  -05.092 +039.071 +0039.3 19570101 20170827
HTPE  -05.257 +039.811 +0024.4 19570101 20170918
HTDO  -06.170 +035.753 +1119.5 19500207 20171126
HTMG  -06.833 +037.650 +0526.0 19570101 20171126
HTZA  -06.222 +039.225 +0016.5 19570101 20171126
HTSU  -07.967 +031.630 +1923.0 19890902 20171126
HTIR  -07.669 +035.752 +1425.9 19570101 20171126
HTDA  -06.878 +039.203 +0055.5 19500201 20171126
HTSY  -03.500 +033.000 +1100.0 19880324 20170827
HTKI  -08.933 +039.517 +0018.0 20010617 20170810
HTMB  -08.933 +033.467 +1707.0 19491101 20171013
HTSO  -10.683 +035.583 +1067.0 19490121 20171126
HTNA  -10.350 +038.750 +0465.0 19570101 20030609
HTMT  -10.339 +040.182 +0113.1 19570101 20171126
FSIA  -04.674 +055.522 +0003.0 19490121 20171126
FSPP  -04.319 +055.691 +0003.0 20010703 20171126
FSSS  -04.683 +055.533 +0004.0 19770702 20051004
FZEA  +00.023 +018.289 +0317.0 19490704 20170603
FZFK  +03.235 +019.771 +0420.0 19730102 20171126
FZIC  +00.482 +025.338 +0431.9 20110602 20171126
FZIA  +00.518 +025.155 +0392.9 19490704 20171122
FZMB  +00.133 +029.267 +1840.0 19730620 20131214
FZBO  -03.311 +017.382 +0324.0 19740713 20131215
FZBA  -01.967 +018.267 +0300.0 19730101 20151126
FZGN  -00.217 +020.850 +0351.0 19730206 20050905
FZOA  -02.919 +025.915 +0496.8 19490704 20171027
FZWA  -06.121 +023.569 +0677.0 20081217 20171023
FZNA  -01.683 +029.233 +1552.0 19730101 20171126
FZAG  -05.931 +012.352 +0027.1 19730101 20170514
FZAM  -05.800 +013.433 +0340.0 19730101 20130128
FZAA  -04.386 +015.445 +0313.0 19490704 20171126
FZAB  -04.317 +015.317 +0282.0 19730203 20171126
FZCS  -04.917 +017.067 +0563.0 19830702 20090420
FZCA  -05.036 +018.786 +0479.1 19771201 20171117
FZUK  -06.417 +020.850 +0481.0 19740505 20121216
FZUA  -05.900 +022.469 +0652.0 19490704 20170904
FZVI  -04.967 +023.433 +0424.0 19800604 20030118
FZRQ  -05.350 +027.000 +0561.0 19731207 20100816
FZRA  -07.283 +027.433 +0633.0 19730501 20141215
FZSA  -08.642 +025.253 +1079.9 19730513 20140604
FZQM  -10.766 +025.506 +1526.1 19730725 20170508
FZQA  -11.591 +027.531 +1309.1 19490704 20171126
HRZA  -02.467 +028.917 +1587.4 19730101 20171126
HRYG  -01.677 +029.259 +1549.0 19850506 20171126
HRYU  -01.500 +029.633 +1855.7 19780404 20171124
HRYR  -01.969 +030.139 +1481.0 19730102 20171126
HBBA  -03.324 +029.319 +0787.0 19730101 20171126
FCPP  -04.816 +011.887 +0016.8 19421220 20171126
FCBY  -04.217 +013.283 +0164.9 20100209 20171026
FCPD  -04.200 +012.700 +0331.0 19491202 20171126
FCBM  -03.983 +013.917 +0512.0 19500212 20171126
FCPA  -03.483 +012.617 +0161.0 19730103 20171126
FCBS  -03.683 +013.350 +0531.0 19491202 20171126
FCBB  -04.252 +015.253 +0319.4 19490307 20171126
FCBO  -02.617 +016.217 +0312.0 19500315 20171126
FCBD  -02.533 +014.767 +0790.0 19500203 20171126
FCOG  -01.867 +015.867 +0377.0 19491202 20171126
FCOM  -00.017 +015.650 +0380.0 19730102 20171126
FCOU  +01.616 +016.038 +0353.0 19491202 20171126
FCOI  +01.617 +018.067 +0326.0 19491205 20171126
FCOS  +02.067 +014.133 +0550.0 19500801 20171126
FCOK  +00.100 +013.550 +0408.0 20040619 20171126
FTTB  +10.280 +015.380 +0328.0 20050423 20160413
FCOE  -05.583 +014.817 +0438.0 20080914 20171126
FOOL  +00.459 +009.412 +0011.9 19490401 20171126
FOOG  -00.712 +008.754 +0004.0 19490307 20171126
FOOY  -03.417 +010.650 +0034.0 19491206 20090720
FOOC  +01.000 +009.600 +0013.0 19491205 20061009
FOOT  -02.850 +011.017 +0079.0 19730101 20171126
FOOB  +02.076 +011.493 +0600.2 19730101 20171125
FOGO  +01.543 +011.581 +0657.8 20100901 20171126
FOOE  +01.017 +013.933 +0501.0 19730103 20061220
FOGM  -01.845 +011.057 +0089.9 19491202 20171126
FOGR  -00.704 +010.246 +0025.0 19491206 20171126
FOOM  +00.783 +011.533 +0583.0 19491202 20160531
FOOF  -01.633 +013.600 +0426.0 19490307 20040919
FOOK  +00.579 +012.891 +0526.1 19730101 20171126
FOOR  -00.833 +012.717 +0485.0 19730101 20171126
FOOD  -01.533 +013.267 +0573.0 19730101 20080427
FOON  -01.667 +013.400 +0444.0 19810101 20171126
FEFT  +04.222 +015.786 +0588.0 19490401 20171126
FEFO  +05.967 +015.633 +1020.0 19500918 20171126
FEFL  +05.267 +017.633 +0674.0 19730101 20130322
FEFS  +06.483 +017.433 +0465.0 19730101 20130321
FEFF  +04.398 +018.519 +0368.2 19490401 20171126
FEFF  +04.400 +018.517 +0367.0 19860101 19910613
FEFN  +08.400 +020.650 +0511.0 19500201 20130313
FEFR  +06.533 +021.983 +0584.0 19730101 20121218
FEFG  +04.733 +022.833 +0500.0 19491202 20161202
FEFI  +10.283 +022.783 +0464.0 19730101 20170723
FEFB  +05.400 +026.500 +0651.0 19730101 20121204
FEFM  +05.850 +020.650 +0475.0 19730101 20140116
FEFY  +06.500 +023.267 +0602.0 19730101 20170601
FEFA  +05.050 +021.200 +0449.0 19730101 20141110
FTTJ  +12.134 +015.034 +0295.0 19490401 20171126
FTTU  +14.117 +015.317 +0355.0 19730108 20171124
FTTL  +13.433 +014.733 +0292.0 19730101 20171126
FTTS  +10.483 +016.717 +0336.0 19730101 20171113
FTTD  +08.624 +016.071 +0428.9 19730101 20171126
FTTK  +12.383 +017.050 +0301.0 19730102 20171126
FTTE  +14.517 +020.900 +0512.0 20080827 20171126
FTTH  +09.400 +016.300 +0357.0 20090223 20091209
FTTP  +09.367 +014.917 +0455.0 19730101 20171126
FTTZ  +21.450 +017.050 +1074.0 20021211 20050927
FTTA  +09.150 +018.383 +0365.0 19490408 20171126
FTTY  +17.917 +019.111 +0235.0 19730101 20171126
FTTN  +11.033 +020.283 +0436.0 19730101 20171126
FTTC  +13.847 +020.844 +0545.0 19500306 20171126
FGSL  +03.755 +008.709 +0023.2 19740618 20171126
FGBT  +01.900 +009.800 +0008.0 20071005 20171126
FKKL  +10.451 +014.257 +0424.0 19500201 20171123
FKKJ  +10.367 +015.233 +0326.0 19810220 19830615
FKKR  +09.336 +013.370 +0242.0 19500201 20171126
FKKN  +07.357 +013.559 +1114.0 19500201 20171126
FKAB  +06.783 +011.817 +1110.0 19730101 20051128
FKAM  +06.533 +014.367 +1027.0 19730101 20040913
FKKA  +10.433 +014.250 +0422.0 20050630 20100916
FKKF  +05.717 +009.283 +0126.0 19500201 20080518
FKKV  +06.039 +010.123 +1239.0 19790501 20100419
FKKM  +05.637 +010.751 +1207.9 19500814 20071022
FKAY  +05.550 +012.367 +1031.0 19500211 20080606
FKAO  +05.600 +014.067 +0804.0 19500203 20060218
FKKD  +04.006 +009.719 +0010.1 19491202 20171126
FKAN  +04.950 +009.933 +0821.0 19491205 20100119
FKKC  +04.089 +009.361 +0046.0 19730101 20110113
FKAF  +04.733 +011.250 +0500.0 19730103 20060413
FKKO  +04.600 +013.733 +0668.0 19500201 20151228
FKKI  +04.467 +014.367 +0656.0 19500201 20011027
FKKE  +03.650 +010.767 +0227.0 19500201 20160301
FKYS  +03.723 +011.553 +0694.3 19490914 20171126
FKKY  +03.836 +011.523 +0751.0 19930408 20170723
FKAG  +03.967 +013.200 +0693.0 19730101 20080118
FKAL  +03.150 +013.617 +0624.0 19730101 19980923
FKKB  +02.950 +009.900 +0016.0 19500201 20120519
DNSO  +12.916 +005.207 +0307.8 19490321 20171105
DNGU  +12.172 +006.696 +0463.3 19730102 20171105
DNKA  +10.696 +007.320 +0631.9 19490321 20171105
DNKT  +13.017 +007.683 +0517.0 19490321 20171105
DNZA  +11.130 +007.686 +0661.4 19730812 20171031
DNKN  +12.048 +008.525 +0476.1 19430501 20171126
DNGO  +10.283 +011.150 +0505.0 20120613 20171105
DNIB  +07.362 +003.978 +0221.0 20040815 20171105
DNIL  +08.440 +004.494 +0343.2 19500203 20171105
DNBI  +09.100 +006.017 +0143.0 19500101 20171101
DNAA  +09.007 +007.263 +0342.3 20110907 20171105
DNJO  +09.640 +008.869 +1289.9 19490305 20171105
DNYO  +09.258 +012.430 +0182.6 19500211 20171103
DNMM  +06.577 +003.321 +0041.1 19490225 20171124
DNIM  +05.417 +007.200 +0114.0 20110529 20171104
DNOS  +07.783 +004.483 +0304.0 19730101 20171105
DNBE  +06.317 +005.100 +0079.0 19490225 20171104
DNAK  +07.250 +005.300 +0335.3 20110601 20171030
DNPO  +05.015 +006.950 +0026.5 19490225 20171126
DNAI  +05.050 +007.917 +0038.0 19830705 20171011
DNCA  +04.976 +008.347 +0064.0 19490225 20171105
DNMK  +07.704 +008.614 +0113.1 19730101 20171101
DBBK  +11.133 +002.933 +0292.0 19490401 20171126
DBBN  +10.317 +001.383 +0461.0 19490407 20171126
DBBP  +09.350 +002.617 +0393.0 19730101 20171126
DBBS  +08.033 +002.467 +0200.0 19490401 20171126
DBBC  +07.167 +002.067 +0167.0 19490402 20171126
DBBB  +06.357 +002.384 +0005.8 19490401 20171126
DXMG  +10.367 +000.467 +0146.0 19490125 20171126
DXNG  +09.767 +001.091 +0461.8 19851201 20171126
DXSK  +08.983 +001.150 +0387.0 19490119 20171126
DXAK  +07.583 +001.117 +0402.0 19490114 20171126
DXDP  +10.800 +000.250 +0919.0 20060730 20171126
DXTA  +06.583 +001.500 +0044.0 19730101 20171126
DXXX  +06.166 +001.255 +0021.9 19490114 20171126
DGLN  +10.900 -001.100 +0203.0 19490112 20171126
DGLW  +10.083 -002.508 +0323.1 19730101 20171126
DGLB  +09.033 -002.483 +0301.0 19730101 20171126
DGLE  +09.557 -000.863 +0168.6 19730101 20171126
DGLY  +09.450 -000.017 +0197.0 19730111 20171126
DGSW  +07.750 -002.100 +0340.0 19730201 20171126
DGSN  +07.362 -002.329 +0309.1 19741102 20171126
DGSI  +06.715 -001.591 +0287.1 19730101 20171126
DGSB  +06.200 -002.333 +0172.0 19740711 20171126
DGAH  +06.600 +000.467 +0158.0 19730101 20171126
DGKA  +05.933 -000.983 +0140.0 19490112 20171126
DGKK  +06.083 -000.250 +0167.0 19730313 20171126
DGAK  +06.100 +000.117 +0019.0 19730102 20171126
DGTX  +04.867 -002.233 +0040.0 19730103 20171126
DGTK  +04.896 -001.775 +0006.4 19730101 20171126
DGAS  +05.200 -001.067 +0047.0 19730101 20171126
DGAA  +05.605 -000.167 +0062.5 19420701 20171126
DGAT  +05.617 +000.000 +0018.0 19790108 20171126
DGAD  +05.783 +000.633 +0007.0 19730108 20171126
DFEE  +14.033 -000.033 +0277.0 19490520 20171126
DFCC  +13.567 -002.417 +0336.0 19730101 20171126
DFFD  +12.353 -001.512 +0316.1 19490401 20171126
DFOD  +12.467 -003.483 +0300.0 19830701 20171126
DFEF  +12.033 +000.367 +0309.0 19491202 20171126
DFOO  +11.160 -004.331 +0460.6 19490402 20171126
DFCO  +11.750 -002.933 +0271.0 19500201 20171126
DFCP  +11.150 -001.150 +0322.0 19830701 20171126
DFOG  +10.333 -003.183 +0335.0 19490410 20171126
DIOD  +09.500 -007.567 +0421.0 19490402 20171126
DIKO  +09.387 -005.557 +0370.0 19730101 20171126
DIBU  +08.050 -002.783 +0370.0 19730102 20171126
DIMN  +07.272 -007.587 +0331.9 19490402 20171126
DIBK  +07.739 -005.074 +0374.9 19490401 20171126
DIGA  +06.133 -005.950 +0210.0 19500217 20171126
DIDL  +06.793 -006.473 +0250.9 19780701 20171126
DIDK  +06.650 -004.700 +0092.0 19500213 20171126
DIYO  +06.903 -005.366 +0213.1 19780612 20171126
DIAP  +05.261 -003.926 +0006.4 19490401 20171126
DIAD  +05.300 -003.300 +0039.0 19500215 20171126
DITB  +04.417 -007.367 +0021.0 19430601 20171126
DISP  +04.747 -006.661 +0007.9 19780701 20171126
DISS  +04.950 -006.083 +0066.0 19490402 20171126
GLMR  +06.289 -010.759 +0007.6 19740924 20030523
GLRB  +06.234 -010.362 +0009.4 19420701 20171126
FNCA  -05.597 +012.188 +0020.1 19490104 20171126
FNBC  -06.270 +014.247 +0566.9 19811011 20171126
FNLU  -08.858 +013.231 +0074.1 19490103 20171126
FNMA  -09.525 +016.312 +1179.0 19490930 20171126
FNBC  -06.267 +014.250 +0567.0 20070629 20160511
FNSA  -09.689 +020.432 +1092.4 19520616 20171125
FNUE  -11.768 +019.898 +1328.9 19490103 20171126
FNBG  -12.609 +013.404 +0036.0 19730101 20171126
FNHU  -12.809 +015.761 +1702.9 19490103 20171126
FNKU  -12.405 +016.947 +1712.4 19520805 20171126
FNUB  -14.925 +013.575 +1761.1 19490103 20171125
FNGI  -17.043 +015.684 +1086.9 19740419 20171126
FMCH  -11.534 +043.272 +0028.3 19811101 20171126
FMCV  -12.132 +044.430 +0018.9 19730101 20171124
FMCZ  -12.805 +045.281 +0007.0 19490101 20171126
FMNA  -12.349 +049.292 +0114.0 19490101 20171126
FMNN  -13.312 +048.315 +0011.0 19730101 20171126
FMNV  -13.376 +050.003 +0005.8 19730102 20171125
FMNL  -14.630 +047.764 +0105.2 19730102 20120113
FMND  -14.652 +049.621 +0473.0 19730102 20170514
FMNS  -14.279 +050.175 +0006.1 19730102 20171126
FMNH  -14.999 +050.320 +0006.1 19730101 20171125
FMNM  -15.667 +046.352 +0026.5 19490101 20171126
FMNQ  -16.742 +044.481 +0038.1 19730101 20171126
FMMS  -17.094 +049.816 +0002.1 19730101 20171126
FMMO  -18.050 +044.033 +0023.0 19730101 20171125
FMMU  -17.483 +043.967 +0007.0 20120509 20170929
FMNO  -16.083 +045.367 +0043.0 20121223 20151104
FMMI  -18.797 +047.479 +1279.6 19730101 20171126
FMMD  -18.867 +047.500 +1310.0 19520801 20171123
FMMT  -18.110 +049.393 +0006.7 19490101 20171126
FMME  -19.817 +047.067 +1532.0 19730315 20171126
FMMA  -19.033 +047.167 +1450.0 19730101 19840615
FMMA  -19.029 +047.172 +1449.9 20070226 20161021
FMMH  -19.833 +048.800 +0005.0 19730101 20171119
FMMN  -19.563 +045.451 +0061.9 20050515 20160804
FMMV  -20.285 +044.318 +0009.1 19730101 20171126
FMSR  -21.754 +043.376 +0004.9 19730101 20171126
FMSF  -21.442 +047.112 +1115.0 19730101 20171126
FMSM  -21.202 +048.358 +0006.1 19730101 20171126
FMSO  -22.550 +045.400 +0824.0 19730101 20171126
FMSG  -22.805 +047.821 +0007.9 19730101 20171126
FMST  -23.383 +043.728 +0008.8 19730101 20171126
FMSD  -25.038 +046.956 +0008.8 19490101 20171126
FQMP  -11.362 +040.355 +0027.1 19730101 20171125
FQPB  -12.987 +040.522 +0100.9 19730101 20171126
FQLC  -13.274 +035.266 +1373.1 19730101 20171126
FQMR  -13.225 +037.552 +0755.9 19730103 20171126
FQUG  -14.705 +034.352 +1300.0 19800303 20171126
FQCB  -14.817 +036.533 +0607.0 19730103 20171124
FQNP  -15.106 +039.282 +0440.1 19730101 20171126
FQLU  -15.033 +040.672 +0010.1 19490103 20171126
FQSG  -15.600 +034.433 +0966.0 19760819 20171011
FQTE  -16.183 +033.583 +0150.0 19730101 20171126
FQTT  -16.105 +033.640 +0160.0 19990703 20171126
FQQL  -17.856 +036.869 +0011.0 19490103 20171126
FQCH  -19.151 +033.429 +0697.1 19730101 20171126
FQBR  -19.796 +034.908 +0010.1 19490103 20171126
FQVL  -22.018 +035.313 +0014.0 19730101 20171126
FQXA  -25.050 +033.633 +0005.0 19730101 20171126
FQMA  -25.921 +032.573 +0044.2 19730101 20171126
FLKB  -09.800 +029.083 +1324.0 19730115 20171124
FLLL  -11.717 +029.117 +1085.0 20100607 20100705
FLBA  -08.850 +031.333 +1673.0 19730101 20171113
FWCT  -09.700 +033.267 +1278.0 19730102 20171114
FWKA  -09.954 +033.893 +0538.0 19730102 20171117
FLMW  -11.750 +024.433 +1363.0 19730101 20161223
FLMA  -11.100 +028.850 +1384.0 19730101 20171124
FLKS  -10.217 +031.133 +1384.0 19490101 20171124
FLMP  -11.900 +031.433 +1402.0 19730101 20171122
FLIK  -10.117 +032.633 +1360.0 19850102 20171124
FWMZ  -11.883 +033.617 +1351.0 19730103 20171117
FWUU  -11.445 +034.012 +1254.3 19730101 20171117
FLZB  -13.533 +023.117 +1078.0 19730101 20171124
FLPA  -13.533 +025.850 +1234.0 19730101 20171124
FLSW  -12.167 +026.367 +1386.0 19730105 20171124
FLSK  -12.983 +028.650 +1270.1 19490101 20171124
FLSE  -13.233 +030.217 +1384.0 19730101 20171124
FLCP  -13.550 +032.583 +1032.0 19490101 20171124
FLLD  -12.283 +033.200 +1143.0 19730401 20171124
FWLI  -13.789 +033.781 +1261.0 19820501 20171125
FWKK  -12.917 +034.267 +0500.0 19730620 20171117
FWSM  -13.750 +034.583 +0513.0 19730102 20171106
FLMG  -15.255 +023.162 +1063.1 19490102 20171124
FLKO  -14.800 +024.800 +1213.0 19730101 20171124
FLKW  -14.450 +028.467 +1207.0 19730101 20171124
FLKK  -15.333 +028.450 +1151.8 19730101 20171126
FLLC  -15.414 +028.331 +1280.2 19880303 20171124
FLPE  -14.250 +031.283 +1036.0 19730103 20171122
FWDZ  -14.317 +034.267 +1632.0 19730720 20171117
FWMY  -14.083 +034.917 +0474.0 19821001 20171117
FWCL  -15.679 +034.974 +0778.8 19490101 20171126
FWMG  -14.433 +035.250 +0485.0 19730102 20170925
FLSN  -16.100 +023.267 +1027.0 19851201 20171124
FLSS  -17.467 +024.300 +0951.0 19730101 20171124
FLHN  -17.800 +025.817 +0992.1 19490101 20171124
FLCH  -16.833 +027.067 +1278.0 19730101 20171124
FVBI  -17.617 +027.333 +0617.0 19620701 20171126
FVKB  -16.520 +028.885 +0520.0 19620701 20171126
FVKA  -16.833 +029.617 +1344.0 19620701 20171126
FVHA  -17.932 +031.093 +1489.6 19490101 20171126
FVMT  -17.432 +032.185 +1204.0 19620701 20171126
FVFA  -18.096 +025.839 +1063.8 19730101 20171126
FVWN  -18.630 +027.021 +1079.9 19620701 20171126
FVGO  -18.217 +028.933 +1282.0 19620701 20171126
FVTL  -19.436 +029.862 +1426.5 19620701 20171126
FVRU  -18.533 +032.133 +1430.0 19620701 20171126
FVMA  -18.183 +031.467 +1637.0 19881223 19890911
FVBU  -20.017 +028.618 +1328.6 19490101 20171126
FVMV  -20.055 +030.859 +1095.8 19620701 20171126
FVCZ  -21.008 +031.579 +0433.1 19651201 20171126
FVCH  -20.200 +032.617 +1132.0 19490103 20171126
FVBB  -22.217 +030.000 +0457.0 19620701 20171126
FAMP  -17.633 +024.183 +0985.0 19880106 19900515
FYWE  -22.612 +017.080 +1699.3 19730620 20171126
FYOP  -18.067 +013.850 +1149.0 20120302 20150808
FYHN  -22.117 +014.283 +0003.0 20090311 20150808
FYKX  -20.367 +014.967 +1026.0 20090311 20150808
FYOG  -28.585 +016.447 +0004.3 20091104 20151129
FYAS  -26.667 +016.292 +0459.9 20091104 20150808
FYTK  -19.583 +020.533 +0351.1 20091104 20151214
FYTE  -19.983 +013.000 +0005.0 20091104 20120718
FYTN  -21.133 +018.767 +0442.9 20091104 20150808
FYAN  -24.167 +019.167 +1189.0 20080721 20150808
FYOW  -20.430 +016.670 +1475.0 19730102 20171126
FYEN  -17.483 +016.322 +1115.6 20080722 20150808
FYOT  -24.017 +019.733 +1200.0 20090701 20150808
FYND  -28.750 +017.617 +0150.0 20100706 20150808
FYMH  -24.767 +016.983 +1365.5 20120302 20150808
FYOS  -17.800 +015.700 +1097.3 20120302 20150808
FYBG  -18.117 +021.617 +1011.0 20120302 20150808
FYOH  -17.884 +015.067 +1097.3 20120302 20150808
FYAB  -26.783 +019.633 +0987.0 20120302 20150808
FYOK  -20.603 +017.468 +1350.0 20100422 20120718
FYOO  -19.183 +015.917 +1100.0 19740603 20171126
FYGF  -19.602 +018.123 +1413.1 19730101 20171126
FYKB  -28.000 +018.750 +1017.0 20080811 20150808
FYKG  -17.567 +017.217 +1152.0 20080811 20150808
FYSF  -19.133 +013.600 +0564.0 20101115 20150808
FYRU  -17.956 +019.719 +1105.5 19730102 20171126
FBMP                           19880111 19910305
FBGZ  -21.700 +021.650 +1100.0 19590101 20171125
FBPA  -18.270 +025.633 +1064.0 20040831 20101103
FBSW  -18.367 +021.850 +1000.0 19600101 20171125
FBSV  +00.000 +000.000 -0999.0 20060304 20060304
FBKE  -17.833 +025.162 +1002.5 19820801 20171126
FBMN  -19.973 +023.431 +0942.7 19490102 20171126
FBSN  -20.553 +026.116 +0909.8 19910801 20171125
FBLT  -21.417 +025.600 +0985.0 19921101 20171125
FBFT  -21.160 +027.475 +1000.7 19590101 20171126
FYWB  -22.983 +014.650 +0088.0 19900214 20171126
FYSM  -22.658 +014.567 +0015.9 19490101 20120711
FYWB  -22.980 +014.645 +0091.1 19650502 20160225
FYML  -24.605 +017.925 +1112.5 20050217 20171126
FYRK  -22.983 +014.650 +0088.0 19870720 20120328
FYGO  -23.570 +015.050 +0400.0 19730101 20140423
FYWW  -22.567 +017.100 +1725.0 19570701 20171126
FAWW  -23.500 +017.000 +1700.0 19880105 19910627
FYOJ  -20.070 +016.130 +1324.0 20041123 20150808
FYRH  -23.250 +017.067 +1385.0 20090819 20150808
FYWH  -22.480 +017.471 +1719.1 19730101 20171126
FYOM  -21.417 +015.933 +1217.0 20010916 20160804
FYGB  -22.500 +018.967 +1387.0 19600101 20171126
FAER  -23.683 +027.700 +0839.0 19970603 20171126
FAPB  -23.867 +029.450 +1224.0 19490101 20140121
FATH  -23.067 +030.383 +0618.0 19970601 20171120
FAMR  -24.550 +030.867 +0000.0 19880106 19880913
FATZ  -23.824 +030.329 +0583.4 20020423 20150511
FAPH  -23.937 +031.155 +0436.5 19580101 20140526
FAGV  -23.900 +030.683 +0000.0 19881208 19900729
FBTE  -24.017 +021.883 +1100.0 19590101 20171124
FBJW  -24.602 +024.691 +1188.7 19880801 20171125
FBSK  -24.555 +025.918 +1005.5 19850102 20171126
FAMM  -25.798 +025.548 +1274.4 19580601 20171126
FAMK  -25.883 +025.650 +1400.0 19880106 19901024
FBVZ                           19890223 19900830
FATI  -24.583 +027.417 +0977.0 19980301 20171126
FAPR  -25.733 +028.183 +1322.0 19490101 20171126
FAIR  -25.917 +028.217 +1500.0 19910108 20171126
FALA  -25.939 +027.926 +1376.8 19900323 20171126
FAWK  -25.830 +028.223 +1505.7 19910108 20171121
FAWB  -25.654 +028.224 +1248.2 20060220 20171126
FALM  -23.160 +029.697 +0935.4 20080610 20171124
FAGC  -25.986 +028.140 +1623.1 20040518 20171125
FAJB  -26.150 +028.000 +1626.0 20040510 20171126
FARG  -25.644 +027.271 +1127.8 20040510 20130712
FASI  -26.248 +028.398 +1627.6 20040510 20171113
FBMP  -23.083 +026.800 +0991.0 20040518 20080307
FBSP  -22.058 +027.829 +0891.5 20040518 20171126
FAPB  -23.867 +029.433 +1222.0 20050217 20171126
FAGY  -29.122 +030.587 +1076.2 20150511 20150511
FANS  -25.450 +030.967 +0660.0 19871204 19880218
FANS  -25.433 +030.983 +0883.0 19980301 20171126
FAHS  -24.369 +031.049 +0531.3 19920220 20171126
FAHV  -30.562 +025.528 +1272.8 20150511 20150511
FAKN  -25.383 +031.106 +0862.3 20060716 20171126
FAPN  -25.334 +027.173 +1040.0 20050413 20171126
FABN  -25.733 +031.000 +0000.0 19881225 19910117
FAWI  -25.832 +029.192 +1547.8 19990116 20150511
FDLM  -25.983 +031.983 +0570.0 20081002 20150723
FDPP  -25.967 +031.250 +1099.0 20070228 20171126
FYLZ  -26.687 +015.243 +0139.3 20000412 20171126
FAVV  -26.566 +027.961 +1477.1 19990114 20171114
FYKT  -26.540 +018.111 +1068.6 19490104 20171126
FBWD  -25.267 +023.250 +1046.0 20030330 20171125
FASK  -25.817 +029.167 +1457.0 20040611 20170117
FBTS  -26.050 +022.450 +1000.0 19580101 20171125
FASS  -27.650 +023.000 +1172.9 19990115 20150511
FAVB  -26.982 +024.729 +1194.8 19560101 20171126
FALI  -26.176 +026.185 +1485.9 19980301 20171126
FAWM  -27.998 +026.670 +1340.8 19730101 20030730
FAGM  -26.243 +028.151 +1671.2 19870721 20171126
FAEO  -26.496 +029.980 +1737.4 19881223 20171126
FAKD  -26.871 +026.718 +1354.5 19980408 20171122
FAVE  -26.320 +026.820 +1496.0 19980303 20171126
FAPS  -26.671 +027.082 +1377.7 19800301 20150511
FAKS  -27.661 +027.316 +1432.6 19601201 20120127
FAFF  -27.267 +028.500 +1503.0 19490101 20171126
